City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Plouzane,FR,2021-11-24 21:24:54,48.3833,-4.6167,46.72,93,90,3.44
293,Clarksville,US,2021-11-24 21:22:44,36.5298,-87.3595,60.98,30,1,11.5
294,Oranjemund,NA,2021-11-24 21:24:55,-28.55,16.4333,60.96,89,86,12.59
295,Hervey Bay,AU,2021-11-24 21:24:56,-25.2986,152.8535,80.04,82,78,4.0
296,Peniche,PT,2021-11-24 21:24:57,39.3558,-9.3811,55.56,73,68,24.83
297,Weihe,CN,2021-11-24 21:24:57,32.9952,105.3247,37.9,87,0,2.68
298,Garowe,SO,2021-11-24 21:24:58,8.4054,48.4845,76.32,61,43,9.73
299,Haines Junction,CA,2021-11-24 21:24:58,60.7522,-137.5108,3.15,78,100,0.0
300,Sabang,ID,2021-11-24 21:24:59,5.8933,95.3214,77.92,78,100,12.19
301,Padang,ID,2021-11-24 21:24:59,-0.9492,100.3543,75.25,71,100,2.35
302,Takoradi,GH,2021-11-24 21:24:59,4.8845,-1.7554,80.78,84,37,6.55
303,Luba,GQ,2021-11-24 21:25:00,3.4568,8.5547,80.71,85,24,9.69
304,Saint-Louis,SN,2021-11-24 21:25:00,16.3333,-15.0,83.84,18,100,9.33
305,Farmington,US,2021-11-24 21:21:13,36.7281,-108.2187,51.19,37,1,17.27
306,Akyab,MM,2021-11-24 21:25:01,20.15,92.9,73.74,73,4,6.46
307,Pangai,TO,2021-11-24 21:22:19,-19.8,-174.35,84.31,65,20,4.61
308,Guerrero Negro,MX,2021-11-24 21:25:02,27.9769,-114.0611,69.21,63,85,13.82
309,Leh,IN,2021-11-24 21:23:58,34.1667,77.5833,20.28,81,95,1.39
310,Maniitsoq,GL,2021-11-24 21:25:02,65.4167,-52.9,30.52,69,97,6.38
311,Ankazoabo,MG,2021-11-24 21:25:02,-22.2833,44.5167,72.21,80,50,7.47
312,Clyde River,CA,2021-11-24 21:25:03,70.4692,-68.5914,5.23,85,89,16.11
313,Plettenberg Bay,ZA,2021-11-24 21:25:03,-34.0527,23.3716,58.71,80,8,8.59
314,Jacqueville,CI,2021-11-24 21:25:04,5.2052,-4.4146,82.31,81,11,7.87
315,Laguna,US,2021-11-24 21:25:04,38.421,-121.4238,68.29,39,1,3.0
316,Saint-Francois,FR,2021-11-24 21:25:05,46.4154,3.9054,33.67,92,98,4.61
317,Palasa,IN,2021-11-24 21:25:05,18.7667,84.4167,73.78,90,99,3.65
318,Mehamn,NO,2021-11-24 21:25:05,71.0357,27.8492,26.78,81,87,8.84
319,Hereford,GB,2021-11-24 21:22:47,52.0568,-2.7148,46.0,95,100,8.08
320,Goundam,ML,2021-11-24 21:26:07,16.4145,-3.6708,84.18,24,14,8.75
321,Palafrugell,ES,2021-11-24 21:26:08,41.9174,3.1631,52.56,94,95,3.02
322,Oksfjord,NO,2021-11-24 21:26:08,70.2396,22.3479,22.12,74,58,7.0
323,Kieta,PG,2021-11-24 21:26:09,-6.2167,155.6333,82.13,70,21,3.53
324,Nhulunbuy,AU,2021-11-24 21:26:09,-12.2333,136.7667,79.41,83,72,3.44
325,Paraiso,CR,2021-11-24 21:26:10,9.8383,-83.8656,75.11,63,100,4.18
326,Muros,ES,2021-11-24 21:26:10,42.7762,-9.0603,52.99,89,66,13.13
327,Reyes,BO,2021-11-24 21:26:10,-14.3167,-67.3833,80.69,86,89,2.3
328,Zabid,YE,2021-11-24 21:26:11,14.1951,43.3152,82.56,71,98,3.65
329,Fort Nelson,CA,2021-11-24 21:25:55,58.8053,-122.7002,-6.21,84,90,3.44
330,Salinopolis,BR,2021-11-24 21:26:11,-0.6136,-47.3561,81.5,74,65,10.71
331,Kodiak,US,2021-11-24 21:26:12,57.79,-152.4072,22.51,63,90,14.97
332,Prainha,BR,2021-11-24 21:26:13,-1.8,-53.48,84.56,62,99,3.22
333,Cherbourg,FR,2021-11-24 21:26:13,49.6386,-1.6147,47.28,100,75,2.3
334,Greenwood,US,2021-11-24 21:23:09,34.1668,-82.1165,57.97,30,1,5.75
335,Ismailia,EG,2021-11-24 21:26:14,30.6043,32.2723,65.25,76,9,6.04
336,Batemans Bay,AU,2021-11-24 21:26:15,-35.7167,150.1833,73.2,96,100,0.83
337,Moa,CU,2021-11-24 21:26:15,20.6569,-74.9403,77.11,81,95,11.05
338,Vila,PT,2021-11-24 21:26:16,42.0304,-8.1588,40.33,79,87,4.88
339,Qui Nhon,VN,2021-11-24 21:26:16,13.7667,109.2333,76.48,84,75,18.43
340,Port Hardy,CA,2021-11-24 21:26:16,50.6996,-127.4199,44.6,93,90,24.16
341,Nioro,GM,2021-11-24 21:26:17,13.35,-15.75,81.77,32,83,5.66
342,Port Macquarie,AU,2021-11-24 21:26:17,-31.4333,152.9167,71.89,100,90,9.22
343,Vila Franca Do Campo,PT,2021-11-24 21:26:18,37.7167,-25.4333,64.81,70,100,21.77
344,Morena,IN,2021-11-24 21:26:18,26.4969,78.0,61.88,42,0,4.32
345,Nishihara,JP,2021-11-24 21:26:19,26.1842,127.7558,61.88,67,75,3.44
346,Kendari,ID,2021-11-24 21:26:19,-3.945,122.4989,75.33,94,100,3.4
347,Benjamin Hill,MX,2021-11-24 21:26:19,30.1667,-111.1,71.85,40,27,12.17
348,Harper,LR,2021-11-24 21:26:20,4.375,-7.7169,80.01,83,46,7.16
349,Chokurdakh,RU,2021-11-24 21:26:20,70.6333,147.9167,-18.33,99,98,6.49
350,Hambantota,LK,2021-11-24 21:26:21,6.1241,81.1185,77.34,100,40,5.75
351,Bucerias,MX,2021-11-24 21:26:08,20.75,-105.3333,84.97,65,20,9.22
352,Alyangula,AU,2021-11-24 21:26:21,-13.8483,136.4192,84.07,74,91,5.75
353,Anori,BR,2021-11-24 21:26:22,-3.7728,-61.6442,82.99,71,100,3.24
354,Ocampo,MX,2021-11-24 21:26:22,21.65,-101.5,74.28,26,10,12.08
355,Seoul,KR,2021-11-24 21:26:23,37.5683,126.9778,42.31,86,0,1.14
356,Saurimo,AO,2021-11-24 21:26:23,-9.6608,20.3916,65.73,97,100,4.09
357,Sao Filipe,CV,2021-11-24 21:26:24,14.8961,-24.4956,79.38,68,36,2.84
358,Vorukh,TJ,2021-11-24 21:26:14,39.8494,70.5838,39.63,58,1,8.25
359,Saint Anthony,US,2021-11-24 21:26:25,45.0205,-93.218,43.75,66,1,8.01
360,Cravo Norte,CO,2021-11-24 21:26:26,6.3017,-70.2041,75.7,90,100,3.47
361,Vestmannaeyjar,IS,2021-11-24 21:26:26,63.4427,-20.2734,34.43,65,100,9.37
362,San Policarpo,PH,2021-11-24 21:26:26,12.1791,125.5072,81.68,84,100,12.95
363,Vostok,RU,2021-11-24 21:26:27,46.4856,135.8833,3.47,99,100,3.13
364,Suriapet,IN,2021-11-24 21:26:27,17.15,79.6167,72.61,94,72,4.34
365,Margate,GB,2021-11-24 21:26:28,51.3813,1.3862,45.3,86,100,1.99
366,Coquimbo,CL,2021-11-24 21:22:56,-29.9533,-71.3436,65.93,55,0,13.8
367,Jiujiang,CN,2021-11-24 21:26:29,29.7333,115.9833,49.15,55,0,3.44
368,Alice Springs,AU,2021-11-24 21:23:49,-23.7,133.8833,60.35,82,0,9.22
369,Teknaf,BD,2021-11-24 21:27:29,20.8624,92.3058,70.63,66,8,4.45
370,Zlobin,HR,2021-11-24 21:27:30,45.2924,14.6541,33.15,73,3,4.65
371,Edmundston,CA,2021-11-24 21:27:30,47.3737,-68.3251,32.09,50,1,18.41
372,Gimli,CA,2021-11-24 21:27:30,50.6336,-96.9907,10.44,67,77,13.8
373,Taoudenni,ML,2021-11-24 21:27:31,22.6783,-3.9836,82.26,32,100,7.83
374,Abbotsford,CA,2021-11-24 21:24:06,49.058,-122.2526,47.95,78,75,5.75
375,Sopur,IN,2021-11-24 21:27:31,34.3,74.4667,45.46,38,100,2.35
376,Fairlie,GB,2021-11-24 21:27:32,55.756,-4.8556,42.01,85,6,18.99
377,Christchurch,NZ,2021-11-24 21:22:38,-43.5333,172.6333,68.32,70,100,8.01
378,Tucuma,BR,2021-11-24 21:27:33,-0.1833,-50.05,79.68,81,30,7.16
379,Faya,SA,2021-11-24 21:27:33,18.3851,42.4509,57.31,50,17,3.36
380,Minsk,BY,2021-11-24 21:27:34,53.9,27.5667,37.15,92,96,11.07
381,Avera,US,2021-11-24 21:27:35,33.194,-82.5271,60.75,21,3,4.5
382,Itarema,BR,2021-11-24 21:27:35,-2.9248,-39.9167,81.66,76,23,15.93
383,Evensk,RU,2021-11-24 21:27:36,61.95,159.2333,3.78,86,95,5.1
384,Non Sang,TH,2021-11-24 21:27:36,16.8687,102.5664,68.11,77,100,2.86
385,Chabahar,IR,2021-11-24 21:27:36,25.2919,60.643,77.54,71,1,7.36
386,Leningradskiy,RU,2021-11-24 21:27:37,69.3833,178.4167,-15.38,96,100,4.12
387,Peruibe,BR,2021-11-24 21:27:37,-24.32,-46.9983,71.73,82,45,4.47
388,Puerto Escondido,MX,2021-11-24 21:27:38,15.85,-97.0667,83.23,69,1,5.75
389,Muzhi,RU,2021-11-24 21:27:38,65.3667,64.6667,14.2,78,98,17.11
390,Pitlochry,GB,2021-11-24 21:27:38,56.7051,-3.7343,39.83,84,10,11.27
391,Beruwala,LK,2021-11-24 21:27:39,6.4788,79.9828,75.87,92,90,1.23
392,Murfreesboro,US,2021-11-24 21:27:34,35.8456,-86.3903,60.48,29,1,9.22
393,Sobradinho,BR,2021-11-24 21:27:39,-12.8333,-39.1,74.32,90,24,4.79
394,Menzelinsk,RU,2021-11-24 21:27:40,55.7271,53.1026,15.04,93,96,9.73
395,Oyem,GA,2021-11-24 21:27:41,1.5995,11.5793,70.09,89,82,2.62
396,Provideniya,RU,2021-11-24 21:27:41,64.3833,-173.3,3.31,55,0,6.71
397,Fukue,JP,2021-11-24 21:27:42,32.6881,128.8419,59.32,58,16,17.07
398,Lewiston,US,2021-11-24 21:27:42,44.1003,-70.2148,38.39,46,1,11.5
399,Portland,US,2021-11-24 21:27:43,45.5234,-122.6762,50.0,87,75,1.99
400,Dabat,ET,2021-11-24 21:27:43,12.9842,37.765,57.87,46,87,2.89
401,Saquarema,BR,2021-11-24 21:27:44,-22.92,-42.5103,75.34,85,8,6.85
402,Alamosa,US,2021-11-24 21:27:44,37.4695,-105.87,49.98,29,90,1.32
403,Bogovarovo,RU,2021-11-24 21:27:44,58.9785,47.0246,19.22,93,100,8.88
404,Dunedin,NZ,2021-11-24 21:27:45,-45.8742,170.5036,60.6,64,100,1.97
405,Malabo,GQ,2021-11-24 21:27:45,3.75,8.7833,80.56,84,30,10.49
406,Itoman,JP,2021-11-24 21:27:46,26.1247,127.6694,62.62,67,75,3.44
407,Hailey,US,2021-11-24 21:27:46,43.5196,-114.3153,41.9,60,1,11.5
408,San Rafael,AR,2021-11-24 21:27:47,-34.6177,-68.3301,74.43,45,100,19.98
409,Chumikan,RU,2021-11-24 21:27:47,54.7183,135.315,18.36,95,100,8.19
410,Umm Lajj,SA,2021-11-24 21:27:48,25.0213,37.2685,76.64,56,17,8.79
411,Uyuni,BO,2021-11-24 21:27:48,-20.4597,-66.825,66.52,26,92,7.85
412,Abu Samrah,SY,2021-11-24 21:28:49,35.3029,37.1841,59.22,58,23,4.81
413,Tura,IN,2021-11-24 21:28:49,25.5198,90.2201,58.33,68,0,3.13
414,Davila,PH,2021-11-24 21:28:50,18.4726,120.5763,75.18,85,8,13.71
415,Pochutla,MX,2021-11-24 21:28:50,15.7432,-96.4661,87.62,47,3,7.92
416,Lasa,IT,2021-11-24 21:28:51,46.6166,10.7002,36.48,81,4,2.19
417,Bubaque,GW,2021-11-24 21:28:51,11.2833,-15.8333,82.89,77,32,11.05
418,San Vicente,AR,2021-11-24 21:28:52,-26.6167,-54.1333,78.75,53,97,3.4
419,Ionia,US,2021-11-24 21:28:52,42.9873,-85.0711,50.49,51,1,16.11
420,Whitehorse,CA,2021-11-24 21:28:52,60.7161,-135.0538,14.77,78,75,10.0
421,Sechura,PE,2021-11-24 21:28:53,-5.5569,-80.8222,75.11,62,92,12.8
422,Udomlya,RU,2021-11-24 21:28:53,57.8794,34.9925,31.59,84,95,10.85
423,Provost,CA,2021-11-24 21:28:54,52.3501,-110.2683,22.42,84,30,9.13
424,Roald,NO,2021-11-24 21:28:55,62.5833,6.1333,38.91,87,75,6.91
425,Ozark,US,2021-11-24 21:26:44,37.0209,-93.206,63.63,73,100,3.0
426,Puerto Colombia,CO,2021-11-24 21:28:57,10.9878,-74.9547,77.09,76,98,11.81
427,Aklavik,CA,2021-11-24 21:28:57,68.2191,-135.0107,-22.97,75,40,3.44
428,Buchanan,LR,2021-11-24 21:28:57,5.8808,-10.0467,78.76,81,29,7.87
429,Ruteng,ID,2021-11-24 21:28:58,-8.6136,120.4721,61.45,85,100,1.07
430,Shieli,KZ,2021-11-24 21:29:00,44.1667,66.75,46.33,51,44,8.95
431,Manitouwadge,CA,2021-11-24 21:29:01,49.1215,-85.8403,38.98,85,100,5.19
432,Sorland,NO,2021-11-24 21:29:01,67.667,12.6934,24.87,55,100,27.94
433,Lazaro Cardenas,MX,2021-11-24 21:29:02,17.9583,-102.2,83.39,70,5,6.96
434,Del Rio,US,2021-11-24 21:29:03,29.3627,-100.8968,78.91,51,1,4.61
435,Surt,LY,2021-11-24 21:29:03,31.2089,16.5887,68.47,72,67,15.19
436,Svencionys,LT,2021-11-24 21:29:04,55.15,26.1667,35.78,94,100,8.57
437,Zaysan,KZ,2021-11-24 21:29:04,47.4667,84.8667,28.42,78,84,3.0
438,Thongwa,MM,2021-11-24 21:29:04,16.7619,96.5278,78.96,86,76,4.41
439,Vila Do Maio,CV,2021-11-24 21:29:05,15.1333,-23.2167,79.59,76,60,6.89
440,Progreso,MX,2021-11-24 21:29:05,21.2833,-89.6667,86.11,58,3,14.29
441,Waingapu,ID,2021-11-24 21:29:06,-9.6567,120.2641,79.86,78,99,4.74
442,Villa Bruzual,VE,2021-11-24 21:29:06,9.3328,-69.1208,82.18,76,93,2.89
443,Sorong,ID,2021-11-24 21:29:07,-0.8833,131.25,80.67,82,40,5.1
444,Vavoua,CI,2021-11-24 21:29:07,7.3819,-6.4778,79.88,48,4,2.39
445,Byumba,RW,2021-11-24 21:29:08,-1.5763,30.0675,62.8,89,27,4.7
446,Cayenne,GF,2021-11-24 21:29:08,4.9333,-52.3333,83.08,84,75,5.01
447,Baryshivka,UA,2021-11-24 21:29:09,50.361,31.3217,39.06,84,23,7.81
448,Bukene,TZ,2021-11-24 21:29:09,-4.2333,32.8833,71.01,63,24,4.12
449,Mapiripan,CO,2021-11-24 21:29:10,2.8892,-72.1256,77.92,88,94,2.15
450,Bintulu,MY,2021-11-24 21:29:10,3.1667,113.0333,73.81,100,40,0.0
451,Nova Odesa,UA,2021-11-24 21:29:11,47.3078,31.7851,32.63,70,9,5.44
452,Santiago Del Estero,AR,2021-11-24 21:29:11,-27.7951,-64.2615,87.3,48,97,16.78
453,Tomatlan,MX,2021-11-24 21:29:12,19.9333,-105.25,91.58,29,7,4.45
454,Roma,US,2021-11-24 21:30:03,43.2128,-75.4557,42.66,66,54,3.38
455,Vidim,RU,2021-11-24 21:30:12,56.4088,103.1106,9.37,100,93,3.38
456,Cabedelo,BR,2021-11-24 21:30:13,-6.9811,-34.8339,81.27,76,4,13.82
457,Kutum,SD,2021-11-24 21:30:13,14.2,24.6667,62.47,16,18,7.94
458,Warsaw,PL,2021-11-24 21:28:37,52.2298,21.0118,43.61,93,75,1.99
459,Chalons-En-Champagne,FR,2021-11-24 21:30:09,48.9539,4.3672,33.03,95,3,5.35
460,Samarai,PG,2021-11-24 21:30:14,-10.6167,150.6667,83.88,74,67,14.38
461,Baykit,RU,2021-11-24 21:30:15,61.67,96.37,9.41,98,99,1.99
462,Beringovskiy,RU,2021-11-24 21:30:15,63.05,179.3167,-2.06,81,100,6.55
463,Mayo,US,2021-11-24 21:30:15,38.8876,-76.5119,49.12,48,1,7.0
464,Bundaberg,AU,2021-11-24 21:30:16,-24.85,152.35,79.21,86,40,5.01
465,Dzaoudzi,YT,2021-11-24 21:30:16,-12.7887,45.2699,78.69,83,0,3.44
466,Kenai,US,2021-11-24 21:30:17,60.5544,-151.2583,15.03,86,75,4.61
467,Jiangdu,CN,2021-11-24 21:30:18,32.4286,119.5574,46.29,63,0,6.91
468,Codrington,AU,2021-11-24 21:30:18,-38.2667,141.9667,60.26,74,14,11.27
469,Jiaohe,CN,2021-11-24 21:30:19,43.7286,127.3447,7.02,96,38,1.66
470,Balykshi,KZ,2021-11-24 21:30:19,47.0667,51.8667,14.0,85,7,8.95
471,Pimentel,PE,2021-11-24 21:30:20,-6.8367,-79.9342,71.89,64,0,20.71
472,Ca Mau,VN,2021-11-24 21:30:20,9.1769,105.15,74.86,94,100,5.7
473,Naze,JP,2021-11-24 21:30:21,28.3667,129.4833,57.51,65,15,5.01
474,Suntar,RU,2021-11-24 21:30:21,62.1444,117.6319,-2.97,92,100,4.16
475,Gebre Guracha,ET,2021-11-24 21:30:22,9.8,38.4,56.23,51,95,2.93
476,Hokitika,NZ,2021-11-24 21:30:22,-42.7167,170.9667,59.77,71,100,4.9
477,Inhambane,MZ,2021-11-24 21:30:23,-23.865,35.3833,71.83,72,36,10.87
478,Zhangye,CN,2021-11-24 21:30:23,38.9342,100.4517,32.23,22,4,4.16
479,Siyabuswa,ZA,2021-11-24 21:30:24,-25.1132,29.0445,67.75,61,80,18.37
480,Nanortalik,GL,2021-11-24 21:30:24,60.1432,-45.2371,39.69,97,100,14.58
481,Kaabong,UG,2021-11-24 21:27:14,3.4836,34.1492,70.12,47,17,5.95
482,Port-Gentil,GA,2021-11-24 21:30:25,-0.7193,8.7815,79.43,84,97,9.15
483,Marawi,PH,2021-11-24 21:30:25,7.9986,124.2928,66.65,92,100,0.96
484,Trapani,IT,2021-11-24 21:30:26,37.8333,12.6667,62.35,88,20,9.22
485,Katherine,AU,2021-11-24 21:30:26,-14.4667,132.2667,79.12,73,100,3.44
486,Svirsk,RU,2021-11-24 21:30:26,53.0858,103.3325,5.79,98,28,2.71
487,Kharp,RU,2021-11-24 21:30:27,66.8014,65.8081,5.25,95,100,5.21
488,Lakes Entrance,AU,2021-11-24 21:30:27,-37.8811,147.981,66.58,91,100,5.68
489,Coihaique,CL,2021-11-24 21:26:58,-45.5752,-72.0662,61.41,51,75,6.91
490,Nantucket,US,2021-11-24 21:30:28,41.2835,-70.0995,41.97,53,0,20.85
491,Krasnogorsk,RU,2021-11-24 21:30:28,55.8225,37.3181,34.14,93,90,17.9
492,Zhigansk,RU,2021-11-24 21:30:29,66.7697,123.3711,-20.78,95,100,5.03
493,Willmar,US,2021-11-24 21:30:30,45.1219,-95.0433,37.42,69,40,24.16
494,Joensuu,FI,2021-11-24 21:30:30,62.6012,29.7632,26.28,90,90,4.61
495,Reo,BF,2021-11-24 21:30:31,12.3167,-2.4667,81.19,18,0,7.0
496,Chany,RU,2021-11-24 21:30:31,55.3121,76.7647,-2.96,100,84,4.21
497,Isiro,CD,2021-11-24 21:30:31,2.7739,27.616,67.87,77,28,1.16
498,Porto Murtinho,BR,2021-11-24 21:30:32,-21.6989,-57.8825,82.62,74,100,3.98
499,Axim,GH,2021-11-24 21:31:32,4.8699,-2.2405,80.02,86,64,6.73
500,Lorengau,PG,2021-11-24 21:31:33,-2.0226,147.2712,84.02,71,31,5.99
501,Necochea,AR,2021-11-24 21:30:04,-38.5473,-58.7368,77.04,46,6,11.77
502,Araouane,ML,2021-11-24 21:31:34,18.9048,-3.5265,78.69,27,5,8.77
503,Gabu,GW,2021-11-24 21:31:34,12.2833,-14.2167,80.24,28,40,4.32
504,Acarau,BR,2021-11-24 21:31:35,-2.8856,-40.12,81.43,79,35,17.47
505,Mandan,US,2021-11-24 21:31:35,46.8267,-100.8896,21.18,83,90,19.57
506,Canala,NC,2021-11-24 21:31:35,-21.5333,165.95,77.49,74,100,6.91
507,Minot,US,2021-11-24 21:27:23,48.2325,-101.2963,16.79,67,1,19.57
508,Puerto Madero,MX,2021-11-24 21:31:36,14.7208,-92.4215,88.0,79,20,12.66
509,Nauta,PE,2021-11-24 21:31:36,-4.5061,-73.5757,74.12,99,100,3.56
510,Maple Creek,CA,2021-11-24 21:31:37,49.9168,-109.4848,32.05,55,15,17.27
511,Havoysund,NO,2021-11-24 21:31:37,70.9963,24.6622,26.83,90,100,9.57
512,Denia,ES,2021-11-24 21:31:38,38.8408,0.1057,51.94,56,19,10.0
513,Gimbi,ET,2021-11-24 21:31:38,9.1667,35.8333,57.63,62,30,2.13
514,Villareal,PH,2021-11-24 21:31:39,11.5659,124.9281,77.14,93,100,3.6
515,Miram Shah,PK,2021-11-24 21:31:39,33.0086,70.0697,56.28,30,2,4.7
516,Selfoss,IS,2021-11-24 21:31:40,63.9331,-20.9971,31.89,71,100,2.33
517,Yoichi,JP,2021-11-24 21:31:40,43.2039,140.7703,33.84,77,100,15.26
518,Wajima,JP,2021-11-24 21:31:41,37.4,136.9,53.91,65,94,24.36
519,Marsh Harbour,BS,2021-11-24 21:29:36,26.5412,-77.0636,69.75,64,100,17.13
520,Ouesso,CG,2021-11-24 21:31:41,1.6136,16.0517,71.92,84,34,1.41
521,Beloha,MG,2021-11-24 21:31:42,-25.1667,45.05,69.53,70,83,6.53
522,Tamandare,BR,2021-11-24 21:31:42,-8.7597,-35.1047,79.25,78,2,10.22
523,Tadine,NC,2021-11-24 21:31:43,-21.55,167.8833,74.77,76,100,9.28
524,Devonport,AU,2021-11-24 21:31:43,-41.1667,146.35,60.1,66,5,1.99
525,Poum,NC,2021-11-24 21:31:44,-20.2333,164.0167,76.84,75,76,9.08
526,Thinadhoo,MV,2021-11-24 21:31:44,0.5333,72.9333,81.99,73,100,19.33
527,Palana,RU,2021-11-24 21:31:44,59.1167,159.9667,14.65,80,3,7.34
528,Tessalit,ML,2021-11-24 21:31:45,20.1986,1.0114,76.44,31,60,7.72
529,Porangatu,BR,2021-11-24 21:31:45,-13.4408,-49.1486,79.02,71,98,2.62
530,Thaton,MM,2021-11-24 21:31:46,16.9206,97.3714,73.08,91,81,4.14
531,Senneterre,CA,2021-11-24 21:31:46,48.3835,-77.2328,35.82,77,70,10.58
532,Buraydah,SA,2021-11-24 21:31:47,26.326,43.975,64.85,42,3,9.04
533,Kota Tinggi,MY,2021-11-24 21:31:47,1.7381,103.8999,75.43,93,100,2.71
534,Mangrol,IN,2021-11-24 21:31:48,21.1167,70.1167,76.19,45,4,7.92
535,Xining,CN,2021-11-24 21:31:48,36.6167,101.7667,26.53,36,0,2.95
536,Conceicao Do Araguaia,BR,2021-11-24 21:31:49,-8.2578,-49.2647,77.13,86,88,4.29
537,Xiaoyi,CN,2021-11-24 21:31:49,34.6178,109.703,44.83,44,0,2.84
538,Henties Bay,NA,2021-11-24 21:31:49,-22.116,14.2845,59.86,87,68,1.01
539,Marrakesh,MA,2021-11-24 21:27:41,31.6315,-8.0083,57.27,77,20,3.44
540,Freeport,US,2021-11-24 21:27:08,40.6576,-73.5832,46.36,42,1,3.0
541,Eyl,SO,2021-11-24 21:31:50,7.9803,49.8164,79.72,76,65,8.79
542,Puerto Narino,CO,2021-11-24 21:32:51,-3.7703,-70.3831,78.75,94,100,1.66
543,Kut Chap,TH,2021-11-24 21:32:51,17.4257,102.5669,68.4,75,33,4.07
544,Benguela,AO,2021-11-24 21:32:52,-12.5763,13.4055,75.85,81,46,3.71
545,Crotone,IT,2021-11-24 21:32:52,39.0851,17.1178,55.49,80,100,8.79
546,Finschhafen,PG,2021-11-24 21:32:52,-6.6024,147.8681,83.14,70,77,2.35
547,Bend,US,2021-11-24 21:28:35,44.0582,-121.3153,46.26,54,1,4.0
548,Turukhansk,RU,2021-11-24 21:32:53,65.8167,87.9833,9.88,94,100,9.6
549,Menongue,AO,2021-11-24 21:32:53,-14.6585,17.691,71.47,46,69,2.57
550,Wanaka,NZ,2021-11-24 21:30:10,-44.7,169.15,62.71,45,100,6.51
551,Huarmey,PE,2021-11-24 21:32:54,-10.0681,-78.1522,68.31,82,97,8.95
552,Ketchikan,US,2021-11-24 21:32:54,55.3422,-131.6461,42.78,87,90,35.68
553,Slave Lake,CA,2021-11-24 21:32:55,55.2834,-114.769,13.98,67,40,9.22
554,Taltal,CL,2021-11-24 21:32:55,-25.4,-70.4833,64.26,71,25,5.1
555,Elizabeth City,US,2021-11-24 21:32:56,36.2946,-76.2511,49.01,42,1,1.01
556,Lexington,US,2021-11-24 21:30:46,37.9887,-84.4777,55.29,32,1,16.11
557,Bandiagara,ML,2021-11-24 21:32:56,14.3501,-3.6104,82.83,21,14,8.37
558,Lima,PE,2021-11-24 21:31:05,-12.0432,-77.0282,74.89,68,75,13.8
559,Naryan-Mar,RU,2021-11-24 21:32:57,67.6713,53.087,5.83,96,100,4.68
560,De Haan,BE,2021-11-24 21:32:57,51.272,3.0429,46.0,88,75,3.44
561,Huron,US,2021-11-24 21:32:58,41.1501,-82.5499,47.64,53,100,16.84
562,Jiaojiang,CN,2021-11-24 21:32:58,28.6803,121.4428,46.0,78,39,4.63
563,Bay Roberts,CA,2021-11-24 21:32:59,47.5999,-53.2648,51.04,90,100,5.99
564,Belaya Gora,RU,2021-11-24 21:32:59,68.5333,146.4167,-30.75,100,90,5.26
565,Marfino,RU,2021-11-24 21:33:00,55.7028,37.3822,34.05,91,90,17.9
566,Pueblo,US,2021-11-24 21:33:00,38.2545,-104.6091,47.48,45,75,5.01
567,Bairiki,KI,2021-11-24 21:33:00,1.3292,172.9752,84.2,70,20,8.05
568,Ouallam,NE,2021-11-24 21:33:01,14.3188,2.0866,83.82,15,0,7.96
569,Warrington,GB,2021-11-24 21:33:01,53.3925,-2.5802,45.9,84,95,1.01
570,Govindgarh,IN,2021-11-24 21:33:02,27.5,76.9833,61.34,42,0,3.18
571,Aktau,KZ,2021-11-24 21:33:02,43.65,51.2,34.38,67,100,19.55
572,Madang,PG,2021-11-24 21:33:03,-5.2246,145.7966,79.2,83,97,3.65
573,Richards Bay,ZA,2021-11-24 21:33:03,-28.783,32.0377,66.96,60,100,11.5
574,San Ignacio,BZ,2021-11-24 21:33:04,17.1561,-89.0714,73.0,94,97,3.94
575,Yarim,YE,2021-11-24 21:33:04,14.298,44.3779,50.63,29,20,5.21
576,Kholmogory,RU,2021-11-24 21:33:05,64.2229,41.656,8.71,96,100,3.56
577,Ponta Delgada,PT,2021-11-24 21:33:05,37.7333,-25.6667,65.12,63,75,13.8
