City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
268,Quatre Cocos,MU,-20.2078,57.7625,81.14,53,0,9.84,clear sky
269,Kaeo,NZ,-35.1,173.7833,61.34,89,95,4.32,overcast clouds
270,Hualmay,PE,-11.0964,-77.6139,64.83,87,97,7.38,overcast clouds
271,Castro,BR,-24.7911,-50.0119,73.38,67,93,6.96,overcast clouds
272,Laguna,US,38.421,-121.4238,52.65,78,0,1.3,clear sky
273,Ionia,US,42.9873,-85.0711,17.56,94,14,4.59,few clouds
274,Lubao,PH,14.9167,120.55,79.97,82,93,0.69,overcast clouds
275,Shar,KZ,49.5886,81.0453,13.87,83,35,6.69,scattered clouds
276,Timrå,SE,62.487,17.3257,24.49,81,47,0.51,scattered clouds
277,Puerto Ayora,EC,-0.7393,-90.3518,68.99,84,84,7.85,broken clouds
278,Koumac,NC,-20.5667,164.2833,79.75,81,41,1.5,scattered clouds
279,Martapura,ID,-3.4167,114.85,75.02,96,83,1.99,broken clouds
280,Ano Mera,GR,37.45,25.4,65.41,79,100,33.64,overcast clouds
281,Gambo,CF,4.6482,22.2633,94.6,35,100,2.39,overcast clouds
282,Vikindu,TZ,-7.0067,39.2985,84.72,66,78,7.9,moderate rain
283,Ca Mau,VN,9.1769,105.15,75.56,95,100,7.87,moderate rain
284,Christchurch,NZ,-43.5333,172.6333,56.75,91,43,4.76,scattered clouds
285,Fuyu,CN,45.1833,124.8167,21.0,91,100,3.13,overcast clouds
286,Marawi,PH,7.9986,124.2928,70.09,95,81,0.98,broken clouds
287,Dawei,MM,14.0833,98.2,80.71,59,15,4.92,few clouds
288,São José da Coroa Grande,BR,-8.8978,-35.1478,82.06,70,98,11.16,overcast clouds
289,Devaprayāg,IN,30.15,78.6167,67.77,52,0,3.06,clear sky
290,Natal'insk,RU,56.4739,57.8698,30.27,93,100,8.14,overcast clouds
291,Talnakh,RU,69.4865,88.3972,-17.82,98,94,8.61,overcast clouds
292,Nacogdoches,US,31.6002,-94.6335,44.31,78,0,1.61,clear sky
293,Lucapa,AO,-8.4192,20.7447,87.55,47,71,2.01,broken clouds
294,Chicama,PE,-7.8447,-79.1469,64.49,87,98,3.47,overcast clouds
295,Pandhāna,IN,21.7,76.2167,79.74,29,100,9.33,overcast clouds
296,Morros,BR,-9.4467,-46.3003,73.17,86,94,2.86,overcast clouds
297,Fairbanks,US,64.8378,-147.7164,-24.21,96,42,1.99,scattered clouds
298,Olafsvik,IS,64.8945,-23.7142,33.46,76,100,20.56,snow
299,Kajaani,FI,64.2273,27.7285,14.99,84,100,4.97,overcast clouds
300,Dwārka,IN,22.2394,68.9678,84.6,35,70,14.67,broken clouds
301,Tautira,PF,-17.7333,-149.15,79.18,82,82,16.98,light rain
302,Manacapuru,BR,-3.2997,-60.6206,78.85,82,39,2.75,scattered clouds
303,Kailua,US,21.4022,-157.7394,75.33,63,55,23.29,broken clouds
304,Ballina,AU,-28.8667,153.5667,69.71,81,54,5.68,broken clouds
